58.1198, 930.548, 6.62259
93.0221, 944.551, 9.94295
274.948, 974.286, 13.3185
68.8882, 934.79, 7.33019
51.3167, 906.373, 6.69362
180.658, 931.737, 16.8388
172.875, 964.906, 18.9452
44.2363, 951.464, 6.90426
414.85, 956.985, 17.2048
71.7991, 929.505, 7.4577
164.684, 928.204, 15.7415
208.736, 909.673, 15.892
309.508, 944.417, 13.3391
50.3507, 929.759, 6.39171
334.359, 961.8, 15.6994
379.141, 957.622, 18.8997
61.9065, 914.185, 6.74852
238.064, 934.914, 14.3452
40.3797, 907.909, 6.81796
142.253, 926.945, 13.885
107.674, 951.029, 11.9359
76.6891, 940.786, 8.14225
292.471, 929.134, 12.5108
53.3857, 945.228, 6.8199
309.743, 958.045, 13.5867
37.0479, 910.588, 6.80691
308.432, 960.83, 13.4966
70.7568, 915.537, 7.27415
49.4134, 925.743, 6.3538
210.796, 939.799, 16.7345
168.783, 966.799, 18.8464
74.8791, 934.359, 7.80735
45.789, 907.164, 6.70903
129.052, 941.882, 13.8026
274.955, 936.471, 13.3469
47.6929, 924.699, 6.33944
43.3368, 906.573, 6.78798
166.505, 966.44, 18.7282
52.4797, 930.626, 6.44592
134.8, 954.688, 15.3608
241.497, 927.975, 14.2518
262.418, 936.609, 13.6975
25.3275, 944.57, 6.70098
189.714, 951.965, 18.3807
44.6056, 906.579, 6.75916
239.338, 953.486, 14.5081
229.81, 933.019, 14.9501
39.4334, 922.4, 6.40176
50.6599, 908.169, 6.62775
42.2133, 951.522, 6.89097
333.522, 966.078, 15.3349
45.2312, 952.618, 6.97129
245.278, 910.494, 14.7964
70.6931, 928.103, 7.34782
59.4666, 914.013, 6.6499
75.807, 952.654, 8.55162
325.695, 952.588, 15.0485
78.4442, 936.314, 8.17781
56.6496, 916.009, 6.53764
144.535, 945.702, 15.737
64.563, 913.139, 6.89342
279.797, 978.468, 13.0633
252.707, 951.33, 13.9267
301.568, 921.886, 12.331
173.094, 940.434, 17.3527
173.963, 939.919, 17.3414
24.1098, 946.977, 6.76611
86.0525, 945.028, 9.21913
215.173, 922.767, 15.9789
46.7415, 906.281, 6.73179
145.565, 933.988, 14.8178
49.6286, 908.599, 6.61533
89.6458, 922.788, 8.94896
39.0373, 950.759, 6.84096
83.5284, 933.407, 8.58986
228.55, 940.594, 15.1306
39.4408, 927.292, 6.36219
284.146, 937.693, 12.9512
49.6404, 913.852, 6.46444
172.155, 937.55, 17.0499
48.682, 905.902, 6.72503
241.655, 926.178, 14.2906
254.195, 955.627, 13.9445
203.731, 938.854, 17.1425
265.565, 977.685, 13.5767
64.8903, 910.065, 6.9527
322.105, 957.953, 14.5929
428.667, 950.112, 17.7963
79.7467, 953.244, 8.95846
46.2689, 908.405, 6.65133
254.314, 941.808, 13.8132
52.3691, 915.898, 6.44784
49.8391, 948.219, 6.84761
21.8023, 938.928, 6.66654
43.7511, 926.486, 6.33487
152.881, 945.097, 16.4558
267.794, 931.791, 13.5935
350.772, 943.335, 18.3325
41.0636, 952.304, 6.9193
39.5972, 920.793, 6.42399
338.317, 953.386, 16.5262
110.019, 957.872, 12.6375
342.914, 951.686, 17.1283
49.6388, 906.244, 6.70319
319.746, 962.708, 14.2406
3.05103, 951.21, 6.16592
366.339, 943.583, 19.8953
301.388, 931.571, 12.5107
180.544, 933.649, 17.0056
173.304, 931.891, 16.5724
354.424, 943.666, 18.7689
261.758, 934.986, 13.7113
332.906, 964.753, 15.3651
61.4035, 921.873, 6.69926
63.5193, 917.643, 6.81029
81.9367, 949.18, 8.97549
202.904, 923.264, 16.4237
88.5923, 951.135, 9.77013
241.685, 904.897, 15.1965
69.8507, 947.532, 7.80488
81.6074, 920.058, 8.1824
236.329, 915.919, 14.9069
93.81, 937.464, 9.74712
358.111, 945.796, 19.0695
264.877, 980.272, 13.557
313.136, 947.136, 13.7075
205.225, 917.643, 16.16
266.704, 973.305, 13.606
228.019, 925.827, 15.128
242.595, 925.58, 14.268
64.2343, 929.058, 6.91366
196.238, 965.189, 18.6179
51.055, 932.954, 6.44578
253.039, 975.406, 14.1088
134.402, 955.744, 15.3843
44.032, 930.609, 6.34417
244.286, 930.689, 14.0882
204.808, 929.702, 16.6716
46.6357, 914.302, 6.4612
274.519, 979.926, 13.201
53.0132, 906.533, 6.69167
42.1121, 908.609, 6.73037
42.6398, 907.616, 6.75865
103.888, 931.444, 10.5368
42.2644, 922.434, 6.36259
119.764, 937.968, 12.5167
213.343, 921.252, 16.0441
226.287, 967.758, 15.9874
166.138, 946.879, 17.5666
166.479, 913.558, 14.4769
39.3527, 947.529, 6.70942
167.403, 919.284, 15.0541
256.553, 949.21, 13.8344
